State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
AK,Alaska,6/1/2019,Y,P,N,3108,Includes Renewals and/or Redeterminations,N/A,,3108,Includes Renewals and/or Redeterminations,2400,Includes Renewals and/or Redeterminations; Includes CHIP,99,,2499,Includes Renewals and/or Redeterminations,96953,,220341,,61.385,-152.2683,"(61.385, -152.2683)",204820,,15521,
NJ,New Jersey,7/1/2019,Y,U,Y,37719,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,37719,Does Not Include All Non-MAGI Applications,17909,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,6080,,23989,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,821842,,1721103,,41.1289,-98.2883,"(41.1289, -98.2883)",1497803,,223300,
OH,Ohio,8/1/2020,Y,P,N,60583,Includes Renewals and/or Redeterminations,N/A,,60583,Includes Renewals and/or Redeterminations,38339,Includes CHIP; Includes Renewals and/or Redeterminations,2140,,40479,Includes Renewals and/or Redeterminations,1227916,,2851221,,38.4199,-117.1219,"(38.4199, -117.1219)",2657435,,193786,
OH,Ohio,5/1/2020,Y,P,N,56260,Includes Renewals and/or Redeterminations,N/A,,56260,Includes Renewals and/or Redeterminations,51309,Includes CHIP; Includes Renewals and/or Redeterminations,2741,,54050,Includes Renewals and/or Redeterminations,1197847,,2749126,,38.4199,-117.1219,"(38.4199, -117.1219)",2551301,,197825,
UT,Utah,11/1/2019,N,P,N,16290,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,16290,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",50333,Includes CHIP,,,50333,,183646,,304947,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",263504,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,41443,
WV,West Virginia,8/1/2017,Y,U,Y,24847,,N/A,,24847,,13061,,682,,13743,,226761,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),547047,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",515032,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),32015,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
VA,Virginia,8/1/2018,Y,U,Y,23116,Includes Renewals and/or Redeterminations,N/A,,23116,Includes Renewals and/or Redeterminations,19305,Includes Renewals and/or Redeterminations,927,Includes Renewals and/or Redeterminations,20232,Includes Renewals and/or Redeterminations,697352,,1046885,,35.7449,-86.7489,"(35.7449, -86.7489)",908048,,138837,
CT,Connecticut,4/1/2018,Y,P,Y,4158,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Duplicates,12192,Does Not Include All Medicaid Applications Received By the SBM; Includes Duplicates; Includes Renewals and/or Redeterminations,16350,Does Not Include All Medicaid Applications; Includes Duplicates,14559,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,422,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,14981,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,334328,Does Not Include All Full-Benefit Child Medicaid enrollees ; Does Not Include All CHIP enrollees,843388,Does Not Include All Full-Benefit Medicaid enrollees; Does Not Include All CHIP enrollees,39.0646,-105.3272,"(39.0646, -105.3272)",825333,Does Not Include All Full-Benefit Medicaid enrollees,18055,Does Not Include All CHIP enrollees
MT,Montana,7/1/2019,Y,U,Y,4412,,N/A,,4412,,4233,,385,,4618,,124442,,270280,,14.8058,145.5505,"(14.8058, 145.5505)",241331,,28949,
IL,Illinois,5/1/2018,Y,U,Y,62086,,N/A,,62086,,41499,,14441,,55940,,1398725,,2997641,,44.2394,-114.5103,"(44.2394, -114.5103)",2769780,,227861,
WI,Wisconsin,7/1/2017,N,P,N,22674,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,22674,Does Not Include All Applications for Limited-Benefit Programs,17424,"Count is of Households, Not Individuals",997,,18421,,490151,,1037696,,37.768,-78.2057,"(37.768, -78.2057)",975494,,62202,
CA,California,6/1/2018,Y,U,Y,156439,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,156439,,150585,Does Not Include All Medicaid Determinations Made At Application,10818,Does Not Include All CHIP Determinations Made At Application,161403,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5065212,,12064332,,33.7712,-111.3877,"(33.7712, -111.3877)",10755540,,1308792,
OK,Oklahoma,11/1/2017,N,P,Y,46612,,N/A,,46612,,42008,,8873,,50881,,520845,,745255,,42.1497,-74.9384,"(42.1497, -74.9384)",627186,,118069,
OH,Ohio,5/1/2018,Y,U,Y,61111,Includes Renewals and/or Redeterminations,N/A,,61111,Includes Renewals and/or Redeterminations,47816,Includes CHIP; Includes Renewals and/or Redeterminations,2871,,50687,Includes Renewals and/or Redeterminations,1214221,,2768392,,38.4199,-117.1219,"(38.4199, -117.1219)",2550361,,218031,
WV,West Virginia,9/1/2019,Y,P,N,18431,,N/A,,18431,,11426,,629,,12055,,215780,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),514608,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),18.0001,-64.8199,"(18.0001, -64.8199)",480518,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),34090,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count)
ND,North Dakota,8/1/2017,Y,P,Y,2201,,N/A,,2201,,2380,,50,,2430,,43789,,93407,,46.9048,-110.3261,"(46.9048, -110.3261)",91467,,1940,
MN,Minnesota,6/1/2017,Y,U,Y,6261,,23977,,30238,,30783,,62,,30845,,522394,,1061615,,43.3504,-84.5603,"(43.3504, -84.5603)",1060153,,1462,
IL,Illinois,4/1/2018,Y,U,Y,65635,,N/A,,65635,,40004,,14846,,54850,,1384355,,2972175,,44.2394,-114.5103,"(44.2394, -114.5103)",2745204,,226971,
AZ,Arizona,9/1/2017,Y,P,N,,,N/A,,,,,,,,,,,,1742125,,14.2417,-170.7197,"(14.2417, -170.7197)",1646000,,96125,
WA,Washington,6/1/2017,Y,U,Y,18937,,64739,,83676,,36895,,1187,,38082,,848141,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1810090,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1756877,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),53213,
VT,Vermont,10/1/2018,Y,P,N,3345,,1219,,4564,Includes Renewals and/or Redeterminations,3839,Includes Renewals and/or Redeterminations,83,,3922,,63125,,160093,,31.106,-97.6475,"(31.106, -97.6475)",155664,,4429,
NJ,New Jersey,3/1/2020,Y,P,N,31090,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,31090,Does Not Include All Non-MAGI Applications,19438,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,5890,,25328,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,797930,,1669158,,41.1289,-98.2883,"(41.1289, -98.2883)",1438781,,230377,
MO,Missouri,8/1/2019,N,U,Y,24087,Includes  Renewals and/or Redeterminations,N/A,,24087,Includes  Renewals and/or Redeterminations,12292,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",501,Includes Renewals and/or Redeterminations,12793,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",536291,,855620,,45.7326,-93.9196,"(45.7326, -93.9196)",820497,,35123,Does Not Include All CHIP enrollees
IA,Iowa,11/1/2017,Y,P,N,16386,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,16386,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,2856,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,2856,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,324011,,638799,,21.1098,-157.5311,"(21.1098, -157.5311)",573782,,65017,
NV,Nevada,11/1/2018,Y,P,N,24000,Includes Renewals and/or Redeterminations,N/A,,24000,Includes Renewals and/or Redeterminations,11612,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",49,,11661,,302480,,639840,,40.314,-74.5089,"(40.314, -74.5089)",598308,,41532,
WA,Washington,5/1/2018,Y,U,Y,19472,,70531,,90003,,38708,,1563,,40271,,840806,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1765956,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1703222,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),62734,
GA,Georgia,8/1/2019,N,U,Y,48255,,N/A,,48255,,27882,,840,,28722,,1273444,,1851137,,27.8333,-81.717,"(27.8333, -81.717)",1640383,,210754,
AR,Arkansas,9/1/2018,Y,U,Y,13915,,N/A,,13915,,,,,,,,377650,,816144,,34.9513,-92.3809,"(34.9513, -92.3809)",784671,,31473,
NJ,New Jersey,11/1/2018,Y,P,N,36113,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,36113,Does Not Include All Non-MAGI Applications,12099,Does Not Include All Medicaid Determinations Made At Application,4513,Does Not Include All CHIP Determinations Made At Application,16612,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,815948,,1711234,,41.1289,-98.2883,"(41.1289, -98.2883)",1501112,,210122,
UT,Utah,1/1/2019,N,P,N,20625,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,20625,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",35550,Includes CHIP,,,35550,,192317,,284808,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",241719,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,43089,
KS,Kansas,2/1/2019,N,P,N,,,N/A,,,,,,,,,,264506,,380638,,39.8647,-86.2604,"(39.8647, -86.2604)",324594,,56044,
FL,Florida,10/1/2018,N,U,Y,288896,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,288896,Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,167352,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,21845,,189197,Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2497413,,3728146,,39.3498,-75.5148,"(39.3498, -75.5148)",3503285,,224861,
TX,Texas,9/1/2017,N,P,N,127797,,N/A,,127797,,95463,,16117,,111580,,3511326,,4434775,,33.8191,-80.9066,"(33.8191, -80.9066)",3826087,,608688,
SC,South Carolina,3/1/2018,N,U,Y,22982,,N/A,,22982,,6412,Does Not Include All Medicaid Determinations Made At Application,125,Does Not Include All CHIP Determinations Made At Application,6537,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,650358,,1041832,,40.5773,-77.264,"(40.5773, -77.264)",956913,,84919,
MA,Massachusetts,4/1/2018,Y,P,N,18247,,3013,,21260,,,,,,,,690112,,1656124,,31.1801,-91.8749,"(31.1801, -91.8749)",1478959,,177165,
NM,New Mexico,9/1/2017,Y,P,Y,12246,,N/A,,12246,,17267,,1209,,18476,,343346,Includes Limited-Benefit Enrollees,742483,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",731699,Includes Limited-Benefit Enrollees,10784,
IA,Iowa,1/1/2019,Y,P,N,14666,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,14666,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,1287,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,1287,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,331233,,683137,,21.1098,-157.5311,"(21.1098, -157.5311)",611840,,71297,
TX,Texas,8/1/2017,N,P,N,133927,,N/A,,133927,,100106,,16031,,116137,,3494085,,4421285,,33.8191,-80.9066,"(33.8191, -80.9066)",3841047,,580238,
VT,Vermont,9/1/2018,Y,U,Y,2949,,1184,,4133,Includes Renewals and/or Redeterminations,5680,Includes Renewals and/or Redeterminations,156,,5836,,63306,,161260,,31.106,-97.6475,"(31.106, -97.6475)",156865,,4395,
ME,Maine,11/1/2018,Y,P,N,5110,,N/A,,5110,,9913,,785,,10698,,108491,,225984,,39.0724,-76.7902,"(39.0724, -76.7902)",215546,,10438,
TX,Texas,10/1/2019,N,U,Y,139013,,N/A,,139013,,95586,,14196,,109782,,3313891,,4212619,,33.8191,-80.9066,"(33.8191, -80.9066)",3632340,,580279,
IN,Indiana,7/1/2020,Y,U,Y,49834,,N/A,,49834,,27956,,1783,,29739,,855063,,1649380,,40.3363,-89.0022,"(40.3363, -89.0022)",1536265,,113115,
NV,Nevada,7/1/2019,Y,P,N,21510,Includes Renewals and/or Redeterminations,N/A,,21510,Includes Renewals and/or Redeterminations,13526,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",71,,13597,,298790,,632838,,40.314,-74.5089,"(40.314, -74.5089)",593317,,39521,
NC,North Carolina,2/1/2020,N,P,N,23315,,N/A,,23315,,29889,,3088,,32977,,1165935,,1726931,,32.7673,-89.6812,"(32.7673, -89.6812)",1452078,,274853,
WI,Wisconsin,4/1/2018,N,U,Y,23381,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,23381,Does Not Include All Applications for Limited-Benefit Programs,17239,"Count is of Households, Not Individuals",931,,18170,,487869,,1037033,,37.768,-78.2057,"(37.768, -78.2057)",970523,,66510,
NH,New Hampshire,5/1/2019,Y,U,Y,7940,,N/A,,7940,,4752,,495,,5247,,89616,,179771,,47.5362,-99.793,"(47.5362, -99.793)",164925,,14846,
NH,New Hampshire,10/1/2017,Y,P,N,8623,,N/A,,8623,,5214,,537,,5751,,91451,,183693,,47.5362,-99.793,"(47.5362, -99.793)",169602,,14091,
KY,Kentucky,11/1/2019,Y,P,N,8862,,,,8862,,29709,,1937,,31646,,546560,,1291181,,38.5111,-96.8005,"(38.5111, -96.8005)",1199473,,91708,
CA,California,2/1/2019,Y,P,N,160957,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,160957,,149919,Does Not Include All Medicaid Determinations Made At Application,14302,Does Not Include All CHIP Determinations Made At Application,164221,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4928005,,11803882,,33.7712,-111.3877,"(33.7712, -111.3877)",10503025,,1300857,
SD,South Dakota,10/1/2018,N,P,N,2872,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2872,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1733,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1733,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",79095,,111179,,18.2766,-66.335,"(18.2766, -66.335)",95212,,15967,
ME,Maine,5/1/2020,Y,U,Y,5476,,N/A,,5476,,7228,,307,,7535,,106606,,230811,,39.0724,-76.7902,"(39.0724, -76.7902)",218442,,12369,
DC,District of Columbia,3/1/2018,Y,P,N,3499,Includes SBM data,1823,,5322,Includes Renewals and/or Redeterminations,3717,Includes Renewals and/or Redeterminations; Includes CHIP,,,3717,,92127,,256315,,41.5834,-72.7622,"(41.5834, -72.7622)",241584,,14731,
AL,Alabama,8/1/2017,N,U,Y,20055,,N/A,,20055,,30256,,4205,,34461,,633882,,896052,,32.799,-86.8073,"(32.799, -86.8073)",737724,,158328,
VA,Virginia,7/1/2020,Y,P,N,20754,Includes Renewals and/or Redeterminations,N/A,,20754,Includes Renewals and/or Redeterminations,20631,Includes Renewals and/or Redeterminations,883,Includes Renewals and/or Redeterminations,21514,Includes Renewals and/or Redeterminations,786913,,1519888,,35.7449,-86.7489,"(35.7449, -86.7489)",1361639,,158249,
AL,Alabama,9/1/2020,N,P,Y,9291,,N/A,,9291,,10266,,1591,,11857,,687473,,983168,,32.799,-86.8073,"(32.799, -86.8073)",809149,,174019,
DE,Delaware,5/1/2020,Y,P,N,3132,,N/A,,3132,,3119,,278,,3397,,106938,,236616,,38.8964,-77.0262,"(38.8964, -77.0262)",225003,,11613,
NM,New Mexico,9/1/2019,Y,P,Y,11772,,N/A,,11772,,17416,,1433,,18849,,329839,Includes Limited-Benefit Enrollees,734260,Includes Limited-Benefit Enrollees,43.4108,-71.5653,"(43.4108, -71.5653)",696696,Includes Limited-Benefit Enrollees,37564,
GA,Georgia,12/1/2017,N,U,Y,43295,,N/A,,43295,,31112,,1235,,32347,,1266151,,1812561,,27.8333,-81.717,"(27.8333, -81.717)",1620540,,192021,
IA,Iowa,5/1/2020,Y,P,N,8280,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,8280,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,9039,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,1257,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,10296,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,341969,,691585,,21.1098,-157.5311,"(21.1098, -157.5311)",610586,,80999,
DE,Delaware,7/1/2017,Y,P,N,,,N/A,,,,,,,,,,106078,,228628,,38.8964,-77.0262,"(38.8964, -77.0262)",217310,,11318,
IN,Indiana,4/1/2019,Y,U,Y,94483,,N/A,,94483,,41133,,3676,,44809,,804984,,1467864,,40.3363,-89.0022,"(40.3363, -89.0022)",1355107,,112757,
NH,New Hampshire,11/1/2018,Y,U,Y,6946,,N/A,,6946,,4781,,534,,5315,,91199,,184130,,47.5362,-99.793,"(47.5362, -99.793)",169046,,15084,
WA,Washington,12/1/2019,Y,P,N,68308,,121088,,189396,,107998,,2633,,110631,,828975,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1728648,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1654764,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),73884,
